Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Tony Gonsolin","LAD",11,6,10,3.71968,28,27,0,0,145,599,125,65,60,19,48,1,5,138,8.59818,2.9956,2.87027,1.16631,0.23124,0.0805637,0.1506761908531189,0.229443,1.19635,0.273997,0.736129,,,3.99018,1.68171,2.3537,173.97999572753906,10.0137,0.922034,0.656134,"19388"
"Brayan Bello","BOS",7,8,6,4.04651,26,20,0,0,107,459,102,53,48,9,40,1,4,103,8.62993,3.37157,2.55961,0.779629,0.224773,0.0878152,0.13695784658193588,0.247417,1.32801,0.308691,0.695515,,,3.5586,1.67748,1.33693,362.67999267578125,3.39911,-2.6107,0.476165,"23920"
"Ross Stripling","SFG",8,8,8,4.06345,34,23,0,0,134,560,134,66,61,18,33,1,4,113,7.57653,2.18796,3.46282,1.19874,0.201747,0.0582609,0.14348606392741203,0.256615,1.24418,0.296605,0.712318,,,3.97525,1.67395,1.43853,300.05999755859375,3.09205,2.9734,0.483689,"13273"
"José Suarez","LAA",8,9,7,4.33859,25,25,0,0,132,560,128,69,64,17,43,1,6,117,7.97301,2.9635,2.6904,1.14386,0.208485,0.0774921,0.1309928372502327,0.251461,1.3027,0.296117,0.692335,,,4.12725,1.6046,1.11224,358.44000244140625,3.53479,-0.544818,0.890646,"19911"
"Cal Quantrill","CLE",10,8,11,4.21011,30,29,0,0,169,715,170,86,79,22,48,1,8,125,6.63491,2.53434,2.618,1.1906,0.174604,0.0666934,0.10791012644767761,0.257715,1.28449,0.288091,0.705933,,,4.3499,1.57648,1.50679,330.760009765625,6.61808,0.622729,1.17075,"19312"
"Kyle Freeland","COL",8,12,11,5.01915,30,30,0,0,170,746,191,103,95,25,54,1,8,125,6.6349,2.88453,2.30017,1.30511,0.16774,0.072925,0.0948147401213646,0.279529,1.44565,0.311854,0.675559,,,4.63265,1.56579,1.50325,633.2899780273438,6.46606,-0.0884335,2.59058,"16256"
"Edwin O Díaz","NYM",4,3,0,2.3854,63,0,35,1,63,249,41,18,17,5,21,1,4,102,14.5884,3.01367,4.84075,0.696784,0.411162,0.0849377,0.3262244164943695,0.183251,0.985516,0.309475,0.795123,,,2.052,1.54479,1.48987,25.049999237060547,2.57844,-1.86318,2.02905,"14710"
"Adam Wainwright","STL",11,10,12,4.15164,29,29,0,0,175,745,178,88,81,22,52,2,8,128,6.58324,2.6715,2.46425,1.12073,0.171805,0.0697192,0.10208622366189957,0.259453,1.31286,0.291337,0.712724,,,4.29292,1.53912,1.84466,360.19000244140625,3.56066,1.29347,1.33,"2233"
"Aaron Civale","CLE",9,8,9,4.19799,25,25,0,0,134,556,128,68,62,20,34,1,6,121,8.14405,2.26397,3.59724,1.31772,0.217774,0.060539,0.15723469853401184,0.24845,1.21024,0.289336,0.699556,,,4.09555,1.51959,1.22311,307.2099914550781,2.78419,0.76598,0.736262,"19479"
"Noah Syndergaard","LAD",10,8,8,4.42994,26,26,0,0,143,602,148,76,70,20,35,1,5,108,6.79364,2.21325,3.06954,1.24558,0.178817,0.0582554,0.12056154757738113,0.263488,1.2834,0.29534,0.686814,,,4.2535,1.50077,1.08986,285.2699890136719,6.22651,0.0629492,1.155,"11762"
"Lance McCullers Jr.","HOU",8,5,9,3.66945,20,20,0,0,114,481,97,50,46,11,48,1,6,115,9.07891,3.79122,2.39472,0.904707,0.238666,0.0996635,0.13900300115346909,0.227262,1.27414,0.2846,0.73316,,,3.82308,1.49472,1.83632,255.64999389648438,3.12363,0.250855,0.430426,"14120"
"Spencer Turnbull","DET",6,7,7,3.97011,29,20,0,0,115,489,109,55,51,11,40,1,8,100,7.83091,3.11551,2.51352,0.841738,0.204393,0.0813172,0.1230754554271698,0.245735,1.29109,0.295453,0.699569,,,3.82327,1.46339,1.22465,444.489990234375,3.2227,0.620042,0.292387,"16207"
"Hunter Brown","HOU",8,5,7,3.4565,39,14,0,1,106,445,90,44,41,9,44,2,4,111,9.42275,3.7295,2.52654,0.801067,0.24895,0.0985337,0.15041586011648178,0.227282,1.26738,0.291929,0.743744,,,3.53329,1.44159,1.69746,232.89999389648438,4.56286,0.512127,0.513012,"25880"
"Nick Pivetta","BOS",10,11,10,4.63054,30,30,0,0,172,739,166,96,88,26,68,1,6,166,8.67733,3.55456,2.44118,1.36318,0.224228,0.0918522,0.1323760449886322,0.250119,1.36223,0.296481,0.698141,,,4.45087,1.43499,1.18171,416.8599853515625,2.77562,0.367016,2.1088,"15454"
"Kenta Maeda","MIN",8,6,7,4.04666,27,21,0,0,117,483,107,57,53,16,34,1,5,114,8.77616,2.58131,3.39988,1.23497,0.236017,0.0694191,0.16659769415855408,0.239727,1.1991,0.28779,0.70544,,,3.92428,1.38555,1.15855,305.25,4.50366,1.2178,0.428303,"18498"
"Antonio Senzatela","COL",6,9,9,4.94883,25,25,0,0,136,599,164,81,75,17,35,1,6,81,5.38672,2.32999,2.31191,1.13287,0.135756,0.0587205,0.07703586667776108,0.293925,1.4661,0.319657,0.673256,,,4.45655,1.36359,1.32563,999,5.30961,0.755557,1.73608,"15488"
"José Urquidy","HOU",10,8,11,4.3461,28,28,0,0,158,655,155,83,76,26,37,1,5,133,7.5491,2.09537,3.60275,1.49897,0.202536,0.0562171,0.14631905034184456,0.252551,1.21158,0.282985,0.701843,,,4.39789,1.32369,1.09214,278.44000244140625,3.84396,0.489833,1.24166,"18413"
"Aaron Ashby","MIL",4,5,4,3.53404,43,9,0,1,82,343,70,35,32,7,33,1,4,95,10.4303,3.68791,2.82825,0.782955,0.275571,0.0974353,0.17813576012849808,0.227173,1.26222,0.305386,0.732537,,,3.28476,1.31418,1.23581,392.2099914550781,3.4074,-0.56173,0.471531,"23550"
"Eric Lauer","MIL",9,9,10,4.13964,28,28,0,0,153,645,140,77,70,24,56,1,5,147,8.65308,3.31593,2.60955,1.38503,0.228203,0.0874493,0.1407536193728447,0.239274,1.28059,0.281169,0.732891,,,4.39313,1.30856,1.74088,278.1600036621094,2.7343,0.677143,1.02254,"19316"
"Kyle Gibson","BAL",9,10,12,4.34204,29,29,0,0,167,718,170,88,81,22,55,1,8,137,7.37698,2.95835,2.49362,1.16485,0.190933,0.0765687,0.11436425149440765,0.259654,1.34579,0.299077,0.705303,,,4.28324,1.30641,1.15688,456.2699890136719,1.97122,-0.401969,1.47108,"10123"
"Steven Matz","STL",8,7,7,3.85316,32,20,0,0,117,488,110,54,50,16,33,1,5,112,8.61124,2.5653,3.35682,1.24226,0.229366,0.0683283,0.16103729605674744,0.245166,1.22789,0.292564,0.736996,,,3.97044,1.2902,1.61497,323.4100036621094,3.15786,-0.843424,0.280218,"13361"
"Emmanuel Clase","CLE",4,3,0,2.29463,66,0,36,0,66,258,52,18,17,4,14,1,2,69,9.52939,1.95663,4.8703,0.493674,0.268808,0.0551934,0.21361476555466652,0.214778,1.01063,0.28624,0.78547,,,2.44505,1.28201,1.60861,27.940000534057617,2.05785,-1.49928,2.26735,"21032"
"Michael Wacha","SDP",8,6,7,4.35194,27,24,0,0,128,537,126,67,62,20,36,1,5,110,7.71139,2.52145,3.05831,1.39666,0.203959,0.06669,0.13726866245269775,0.25338,1.26433,0.288627,0.705524,,,4.36654,1.23728,1.04698,371.8699951171875,3.98006,-0.80922,0.787758,"14078"
"Ken Waldichuk","OAK",7,8,8,3.98174,29,25,0,0,131,553,116,63,58,17,50,1,7,128,8.79419,3.40982,2.57908,1.13331,0.231747,0.0898567,0.1418905109167099,0.233106,1.26035,0.282091,0.719025,,,4.09983,1.23392,1.1505,365.0799865722656,4.20375,-2.61489,0.438742,"27681"
"Cade Cavalli","WSN",6,10,7,4.55287,23,22,0,0,123,529,114,67,62,15,52,1,7,115,8.45169,3.84587,2.1976,1.07316,0.21777,0.0990942,0.11867552250623703,0.242189,1.35413,0.2917,0.677452,,,4.24071,1.22446,0.941457,470.4800109863281,3.57021,-1.80623,0.991106,"27473"
"Edward Cabrera","MIA",7,8,7,4.01986,24,23,0,0,118,504,102,57,53,14,51,1,7,123,9.38734,3.91685,2.39665,1.07422,0.244739,0.102117,0.14262231439352036,0.228612,1.29556,0.284891,0.717855,,,4.07334,1.21874,1.40633,218.8699951171875,1.27113,-0.0471739,0.490106,"21690"
"David Peterson","NYM",5,4,3,3.64406,45,8,0,2,84,354,72,37,34,8,35,2,4,95,10.1787,3.75194,2.71293,0.813122,0.268698,0.0990433,0.16965430229902267,0.227272,1.26813,0.301445,0.725292,,,3.41581,1.20523,1.03277,394.1300048828125,2.89458,0.00237582,0.313596,"20302"
"Andrew Painter","PHI",5,4,6,4.16587,17,16,0,0,87,363,80,44,40,12,27,1,4,87,8.95169,2.8401,3.1519,1.25163,0.238746,0.0757466,0.16299894452095032,0.24036,1.23057,0.290275,0.702254,,,4.00887,1.19439,1.00128,999,4.2526,0.0845538,0.244109,"sa3017880"
"Andrés Muñoz","SEA",3,3,0,2.4991,62,0,14,15,61,242,41,18,17,5,21,1,3,87,12.8055,3.03069,4.22528,0.670553,0.359443,0.0850697,0.27437330037355423,0.188222,1.00894,0.288191,0.781661,,,2.39685,1.16833,1.23641,147.97000122070312,2.72153,-0.603834,1.3626,"20373"
"Kyle Bradish","BAL",7,8,8,4.20472,26,26,0,0,140,593,131,71,65,19,51,1,5,128,8.23513,3.29955,2.49583,1.21115,0.215686,0.0864183,0.12926731258630753,0.244206,1.30364,0.287881,0.713591,,,4.24783,1.15573,1.25336,340.5400085449219,5.19833,-0.984146,0.795944,"24586"
"Domingo Germán","NYY",7,7,8,4.287,32,20,0,0,119,497,115,62,57,19,32,2,5,104,7.82329,2.42126,3.23109,1.42729,0.208393,0.0644961,0.14389638602733612,0.250244,1.23523,0.285053,0.708123,,,4.36615,1.14636,0.902979,402.0299987792969,2.35214,0.500091,0.57577,"17149"
"Zack Greinke","KCR",6,8,8,4.40929,22,22,0,0,125,528,136,66,61,17,27,1,3,78,5.61915,1.93837,2.8989,1.20375,0.147473,0.0508718,0.09660068154335022,0.273246,1.30572,0.295953,0.691298,,,4.33246,1.1304,0.996778,596.72998046875,3.67851,0.956098,0.646434,"1943"
"Matt Manning","DET",6,9,8,4.50603,25,25,0,0,130,556,131,71,65,16,44,1,5,97,6.73711,3.08064,2.18692,1.13658,0.174746,0.0799053,0.09484107047319412,0.25768,1.34896,0.290382,0.686559,,,4.38823,1.12857,0.575089,456,1.97987,0.233447,0.932438,"20369"
"James Paxton","BOS",6,6,7,4.28616,26,20,0,0,104,437,95,54,50,15,37,1,3,106,9.15958,3.17718,2.88293,1.27798,0.242841,0.0842341,0.1586066335439682,0.238649,1.26204,0.289519,0.70011,,,4.06871,1.12809,1.04987,462.6300048828125,3.79089,-0.451272,0.419472,"11828"
"Jack Flaherty","STL",9,7,9,4.00436,27,25,0,0,129,544,115,63,58,17,48,1,7,124,8.60257,3.35366,2.56513,1.21745,0.227022,0.0885033,0.13851916044950485,0.235021,1.26197,0.280013,0.725676,,,4.23799,1.12521,1.53334,223.94000244140625,2.32746,1.10553,0.592933,"17479"
"A.J. Minter","ATL",4,3,0,3.00795,66,0,6,22,63,257,51,23,21,5,20,1,2,79,11.1626,2.85213,3.91377,0.708528,0.305688,0.0781058,0.2275826260447502,0.217083,1.12204,0.303954,0.749895,,,2.70068,1.11568,1.0461,447.9700012207031,1.79782,-0.857696,0.934022,"18655"
"Jhoan Duran","MIN",3,3,0,2.73227,61,0,14,15,66,265,50,22,20,5,22,2,3,86,11.7611,3.02095,3.89319,0.67966,0.323084,0.0829869,0.2400968223810196,0.209018,1.10194,0.302463,0.77489,,,2.61652,1.11553,1.13532,125.4800033569336,2.80864,-0.7277,1.22021,"21029"
"Paul Blackburn","OAK",7,10,8,4.26062,28,28,0,0,152,648,157,78,72,19,43,2,6,112,6.61808,2.56132,2.58385,1.13096,0.172694,0.0668359,0.10585813969373703,0.262532,1.31697,0.295214,0.703217,,,4.25242,1.11388,0.85663,551.2899780273438,3.01178,0.565178,0.950411,"14739"
"Johnny Cueto","MIA",7,9,10,4.33338,24,24,0,0,145,622,155,76,70,19,39,1,6,102,6.29159,2.41094,2.6096,1.20556,0.163542,0.0626694,0.10087267309427261,0.268275,1.33112,0.296876,0.706343,,,4.38953,1.11156,1.11958,494.55999755859375,3.51513,1.024,0.963211,"6893"
"Pete Fairbanks","TBR",4,3,0,2.89186,58,0,20,10,58,234,45,20,19,4,20,1,2,77,11.991,3.08834,3.88267,0.63643,0.328583,0.084628,0.24395475536584854,0.211315,1.12016,0.310601,0.754928,,,2.50041,1.11024,1.00192,145.75999450683594,2.15728,-0.526235,1.34168,"17998"
"Dean Kremer","BAL",7,8,8,4.31162,25,25,0,0,137,582,137,71,65,18,43,1,6,107,7.05625,2.82613,2.49679,1.20596,0.184088,0.0737299,0.11035799980163574,0.256977,1.31699,0.29112,0.705033,,,4.35435,1.09778,1.06987,501.4800109863281,3.57596,1.87469,0.860585,"19350"
"Braxton Garrett","MIA",5,7,6,4.08693,32,18,0,1,107,457,104,53,49,13,36,2,5,99,8.30835,3.03265,2.73963,1.08538,0.216609,0.079065,0.13754429668188095,0.251402,1.31087,0.301507,0.715636,,,3.99763,1.08758,1.00086,366.1300048828125,2.00891,-1.152,0.291504,"21844"
"Rich Hill","PIT",5,6,5,4.38027,20,20,0,0,100,425,97,53,48,13,34,1,6,84,7.63696,3.06921,2.48825,1.21692,0.198836,0.0799099,0.11892624944448471,0.250728,1.31145,0.289335,0.697259,,,4.3646,1.05862,0.867464,574.7000122070312,3.64268,-0.150257,0.385796,"4806"
"Matthew Boyd","DET",7,10,6,4.25919,25,23,0,1,129,547,124,67,61,18,41,1,6,119,8.24525,2.86002,2.88293,1.27153,0.21675,0.0751839,0.14156624674797058,0.248487,1.27679,0.291839,0.70658,,,4.21868,1.0578,0.901193,463.25,5.79339,-0.0898751,0.650449,"15440"
"Michael Kopech","CHW",7,8,8,4.29586,31,26,0,1,135,572,119,70,64,20,57,1,6,134,8.95638,3.82747,2.34003,1.35656,0.234315,0.100134,0.1341816708445549,0.232919,1.30584,0.277011,0.718854,,,4.48112,1.043,1.15444,290.9800109863281,5.66972,0.025812,0.895985,"17282"
"Wade Miley","MIL",6,7,7,4.10514,22,20,0,0,105,452,107,52,48,13,37,1,4,75,6.46981,3.16704,2.04286,1.0791,0.166833,0.0816664,0.08516646921634674,0.260343,1.37263,0.292292,0.727807,,,4.39792,1.02979,1.26111,528.2899780273438,4.09151,0.935894,0.546887,"8779"
"Josh Hader","SDP",3,3,0,3.10531,59,0,34,1,58,233,39,22,20,6,23,1,3,88,13.5782,3.5329,3.84334,0.964181,0.376117,0.0978621,0.2782551124691963,0.187966,1.06382,0.288498,0.753728,,,2.80756,1.02208,0.787776,36.349998474121094,3.65827,-0.302653,2.0177,"14212"
"MacKenzie Gore","WSN",6,7,7,4.4256,23,22,0,1,115,498,107,61,56,15,53,1,5,110,8.64525,4.17467,2.07088,1.17702,0.221105,0.106768,0.11433626711368561,0.243604,1.39782,0.292856,0.710718,,,4.42291,1.00329,1.04311,358.32000732421875,2.18035,-2.23591,0.946051,"22201"
"David Bednar","PIT",3,3,0,3.27241,61,0,25,4,64,260,53,25,23,6,20,1,2,78,10.9729,2.864,3.83131,0.785889,0.298675,0.0779564,0.22071855515241623,0.224042,1.1533,0.308889,0.735251,,,2.87338,0.99236,0.842923,101.3499984741211,2.60037,-0.908333,1.60537,"19569"
"Luis Ortiz","PIT",4,5,4,4.48709,19,14,0,0,75,322,72,41,37,9,28,1,4,68,8.13138,3.40769,2.38618,1.08444,0.210513,0.0882216,0.12229135632514954,0.249595,1.34321,0.297151,0.68223,,,4.15362,0.991726,0.473578,423.1400146484375,4.00869,-0.856472,0.267361,"27646"
"Cole Irvin","BAL",9,11,12,4.46843,31,29,0,0,171,722,182,92,85,26,38,2,7,121,6.37465,1.99858,3.1896,1.37376,0.167478,0.0525075,0.11497017368674278,0.268738,1.28781,0.294094,0.696522,,,4.47048,0.9914,0.968708,427.4800109863281,2.81239,0.778663,1.42615,"19244"
"Michael Soroka","ATL",6,5,6,4.05355,33,15,0,1,96,404,94,47,43,11,27,1,5,75,7.00552,2.54098,2.75702,1.00673,0.18476,0.0670145,0.11774580180644989,0.25303,1.26468,0.29093,0.699519,,,4.00171,0.989034,1.13849,410.95001220703125,2.51732,-0.0838385,0.183775,"18383"
"Trevor Williams","WSN",5,8,5,4.66469,28,19,0,1,112,478,116,63,58,17,33,1,5,93,7.50052,2.70039,2.77757,1.4037,0.194498,0.0700246,0.12447379529476166,0.263914,1.3398,0.299549,0.692348,,,4.50841,0.987703,0.570061,600.8900146484375,2.99334,1.12863,0.813239,"16977"
"Raisel Iglesias","ATL",4,4,0,3.10871,64,0,32,1,64,255,53,24,22,7,16,1,2,77,10.9384,2.21423,4.94004,0.950093,0.303519,0.0614405,0.2420782744884491,0.223117,1.07742,0.301759,0.755112,,,2.88809,0.984767,0.997182,52.66999816894531,2.43391,0.467482,1.88004,"17130"
"Drey Jameson","ARI",5,5,6,4.24959,16,16,0,0,89,381,89,46,42,10,29,1,5,75,7.62138,2.91727,2.6125,0.987578,0.198103,0.075829,0.12227441370487213,0.256288,1.3235,0.302306,0.692607,,,3.97112,0.981562,0.950946,371.7300109863281,2.60346,-0.804796,0.245455,"26260"
"Taylor Rogers","SFG",4,5,0,3.56584,62,0,9,13,62,257,56,27,25,5,17,1,4,75,10.8007,2.40334,4.49403,0.766292,0.290657,0.0646763,0.2259807512164116,0.237159,1.1684,0.324482,0.703151,,,2.80361,0.98111,0.472118,327.1400146484375,1.82914,-2.03169,0.804176,"13449"
"Bailey Ober","MIN",4,5,4,3.93717,28,14,0,0,86,356,82,41,38,13,20,1,3,81,8.47537,2.05975,4.11476,1.31694,0.228957,0.0556429,0.17331428080797195,0.245567,1.17462,0.289304,0.720915,,,3.91637,0.980672,0.850509,326.4800109863281,2.01766,0.240132,0.469349,"21224"
"Evan Phillips","LAD",4,3,0,3.06669,59,0,10,14,61,251,49,23,21,5,22,1,3,73,10.7745,3.19382,3.37353,0.736356,0.291344,0.0863617,0.20498230308294296,0.216533,1.15556,0.297203,0.75425,,,3.01572,0.974448,0.843538,225.77999877929688,3.1719,3.45113,0.959016,"17734"
"Tanner Houck","BOS",4,4,1,3.57258,47,6,2,7,77,324,69,33,31,7,27,1,5,81,9.50755,3.1762,2.99337,0.778414,0.250977,0.0838442,0.16713270545005798,0.23495,1.24351,0.303699,0.723469,,,3.37961,0.968109,1.08421,381.3500061035156,2.18993,-0.834741,0.466712,"19879"
"Ryan Helsley","STL",4,3,0,2.99015,65,0,27,4,68,276,50,25,23,7,26,1,2,87,11.5269,3.48498,3.30759,0.903832,0.316251,0.0956139,0.2206374853849411,0.201893,1.12048,0.281167,0.774941,,,3.11008,0.954504,1.00879,63.380001068115234,1.76606,-1.67988,1.60853,"18138"
"Drew Smyly","CHC",6,7,6,4.32224,34,20,0,0,115,484,113,60,55,19,34,1,4,103,8.13203,2.699,3.01298,1.50006,0.214024,0.0710339,0.14298979938030243,0.254666,1.29076,0.292203,0.727009,,,4.46477,0.929105,0.84552,411.8599853515625,3.00942,0.306188,0.556615,"11760"
"Michael Lorenzen","DET",7,9,8,4.28444,31,22,0,2,131,563,123,68,62,15,55,1,5,108,7.39269,3.80788,1.94142,1.02098,0.191029,0.0983967,0.09263241291046143,0.243979,1.35897,0.283497,0.701183,,,4.33651,0.897709,0.839809,471.8900146484375,4.71618,0.491774,0.932578,"14843"
"Félix Bautista","BAL",3,3,0,2.93777,61,0,28,2,61,249,44,22,20,6,24,1,2,81,11.9001,3.55196,3.35029,0.858475,0.326382,0.0974192,0.22896282374858856,0.198294,1.11241,0.282635,0.773961,,,3.00267,0.896442,0.892708,67.69999694824219,2.61604,0.369737,1.76118,"20666"
"Patrick Corbin","WSN",7,12,9,4.92291,27,27,0,0,147,644,164,88,81,24,49,2,5,120,7.30855,2.98674,2.447,1.45427,0.185638,0.0758634,0.10977435857057571,0.277171,1.44387,0.312809,0.697505,,,4.6762,0.890717,0.372838,703.6799926757812,8.02422,-0.472656,2.01457,"9323"
"Bailey Falter","PHI",6,5,5,4.27671,35,15,0,2,97,405,96,50,46,16,23,1,4,88,8.14863,2.09221,3.89475,1.474,0.217512,0.0558477,0.16166479513049126,0.253924,1.21947,0.292149,0.70993,,,4.25733,0.881312,0.827652,431.6300048828125,2.04985,-2.91285,0.414702,"20070"
"Devin Williams","MIL",4,3,0,2.9235,61,0,30,3,61,253,44,22,20,5,29,1,3,85,12.416,4.1882,2.96451,0.726996,0.334113,0.112704,0.22140880674123764,0.199029,1.18545,0.296296,0.776202,,,2.93639,0.877488,0.995543,51.70000076293945,2.19731,0.325023,1.80488,"15816"
"Ryan Yarbrough","KCR",5,8,7,4.81024,26,19,0,0,111,480,121,65,59,15,29,1,7,74,5.97412,2.38218,2.50783,1.2297,0.153964,0.0613933,0.09257093444466591,0.272569,1.34979,0.298206,0.663652,,,4.55202,0.877074,0.167256,642.1400146484375,4.1006,-1.04496,0.922216,"16502"
"José Alvarado","PHI",4,2,0,3.27514,58,0,5,16,55,233,41,22,20,4,29,2,3,77,12.5705,4.65738,2.69904,0.582109,0.331029,0.122647,0.20838215947151184,0.205372,1.26759,0.312835,0.740877,,,2.86058,0.87491,0.691462,494.70001220703125,3.44256,-0.753405,0.696626,"17780"
"Tarik Skubal","DET",4,5,5,3.92662,13,13,0,0,68,280,61,32,30,9,20,0,2,69,9.17388,2.66853,3.4378,1.25042,0.246727,0.0717689,0.17495854943990707,0.237859,1.20157,0.289455,0.722241,,,3.85881,0.868935,0.836281,455.57000732421875,1.54781,-0.585439,0.489857,"22267"
"Zach Plesac","CLE",7,8,9,4.38699,24,23,0,0,134,562,134,71,65,20,36,1,5,100,6.73905,2.40852,2.798,1.37376,0.177881,0.0635742,0.11430671066045761,0.257303,1.2723,0.283707,0.701368,,,4.51352,0.853258,0.90519,537.8099975585938,3.45701,0.366421,0.78869,"19979"
"Ryne Nelson","ARI",6,6,7,4.48272,20,19,0,0,107,457,104,58,54,16,37,1,4,93,7.75088,3.06964,2.52501,1.33632,0.202605,0.0802392,0.12236557900905609,0.250447,1.31004,0.286957,0.697398,,,4.46539,0.844893,0.862713,428.04998779296875,3.70163,-0.382536,0.592585,"26253"
"Austin Gomber","COL",6,7,6,4.91621,34,17,0,1,113,486,120,67,62,18,36,2,4,92,7.36928,2.86329,2.57371,1.4253,0.189717,0.0737132,0.11600341647863388,0.268683,1.38359,0.303547,0.679801,,,4.58511,0.843263,0.938587,741.3200073242188,3.67494,0.149244,1.17106,"16561"
"Tylor Megill","NYM",4,4,3,4.00009,28,9,0,1,64,264,58,31,28,9,19,1,2,68,9.65985,2.64456,3.65272,1.22788,0.259484,0.0710386,0.1884453147649765,0.239107,1.20515,0.297852,0.711976,,,3.71452,0.841322,0.607603,431.239990234375,2.84489,-0.232622,0.478513,"21318"
"JP Sears","OAK",5,6,5,3.88478,39,13,0,1,93,390,87,44,40,12,30,1,4,81,7.86026,2.86442,2.7441,1.11898,0.207736,0.0757026,0.1320331022143364,0.244706,1.25847,0.286826,0.727858,,,4.0681,0.826457,0.658537,565.8300170898438,2.7389,-1.42633,0.185569,"23429"
"Kyle Muller","OAK",5,8,6,4.0266,31,19,0,0,108,458,98,52,48,13,43,1,4,100,8.38347,3.62702,2.31139,1.06505,0.218851,0.0946835,0.12416709214448929,0.239624,1.31691,0.287824,0.721489,,,4.11506,0.821105,0.853126,466.19000244140625,4.70621,-0.488439,0.31908,"20167"
"Ryan Pressly","HOU",3,3,0,2.92015,56,0,31,1,56,223,45,20,18,5,16,1,2,67,10.8137,2.51769,4.29508,0.826118,0.300759,0.0700241,0.23073460906744003,0.218764,1.08632,0.298617,0.765958,,,2.82667,0.820581,0.833664,53.56999969482422,1.92627,-0.0281061,1.95057,"7005"
"Erik Swanson","TOR",3,3,1,3.6592,60,1,5,15,62,252,55,27,25,7,16,1,2,67,9.79854,2.31685,4.22925,1.07924,0.266533,0.0630213,0.20351188629865646,0.234206,1.14435,0.297487,0.719343,,,3.38743,0.819347,0.44334,517.27001953125,2.61527,0.97398,0.781581,"16587"
"Chris Martin","BOS",3,2,0,3.44784,59,0,3,15,57,229,54,24,22,6,9,1,2,61,9.64845,1.37805,7.00155,1.01906,0.264943,0.0378406,0.22710200399160385,0.248751,1.11336,0.316644,0.729916,,,2.99864,0.810134,0.603928,567.47998046875,1.07957,-1.47339,0.89524,"11847"
"Collin McHugh","ATL",4,2,1,3.22585,54,1,1,14,61,250,53,24,22,6,16,1,3,66,9.70841,2.29171,4.23632,0.917304,0.26489,0.0625283,0.20236137509346008,0.231151,1.1265,0.297135,0.749034,,,3.18131,0.805374,0.887159,691.8099975585938,1.66403,0.372843,0.885877,"7531"
"Giovanny Gallegos","STL",4,4,0,3.35176,63,0,8,20,64,259,51,26,24,7,18,1,3,74,10.3869,2.55405,4.06682,1.02139,0.286665,0.0704886,0.21617604047060013,0.21587,1.08215,0.281752,0.733643,,,3.2623,0.801513,0.685785,301.3299865722656,1.97076,-0.433968,0.918041,"14986"
"Luke Weaver","CIN",4,7,3,4.85636,32,16,0,1,95,413,100,56,51,16,33,1,4,90,8.4538,3.09174,2.73431,1.47225,0.217052,0.0793806,0.13767098635435104,0.264624,1.38709,0.309779,0.691297,,,4.51249,0.799375,0.444002,717.5999755859375,2.63853,1.16832,0.80859,"16918"
"Michael King","NYY",4,3,0,3.34198,48,0,4,12,57,236,48,23,21,5,18,1,3,65,10.2463,2.81985,3.63363,0.822115,0.277169,0.076279,0.20089047402143478,0.225069,1.15649,0.298763,0.731932,,,3.10666,0.799149,0.627913,559.8599853515625,2.26481,-0.701448,0.817575,"19853"
"Drew Rucinski","OAK",5,8,7,4.18602,31,18,0,0,115,490,113,58,54,15,37,1,6,100,7.84613,2.88785,2.71695,1.19603,0.205019,0.0754592,0.12955961376428604,0.252626,1.30113,0.294676,0.713466,,,4.21246,0.773473,0.605324,557.0800170898438,3.97939,-0.807216,0.388726,"12499"
"Jason Adam","TBR",3,3,0,3.11663,61,0,11,17,60,244,45,23,21,6,21,1,4,72,10.7692,3.17554,3.39131,0.887131,0.293667,0.0865939,0.20707270503044128,0.207351,1.11145,0.279271,0.755093,,,3.24869,0.769379,0.789195,303.3500061035156,0.977016,0.5222,1.04105,"11861"
"Jordan Romano","TOR",4,3,0,3.11829,63,0,33,2,64,263,51,24,22,6,22,1,3,75,10.5038,3.07046,3.42093,0.860287,0.28515,0.0833545,0.20179542154073715,0.21594,1.13986,0.288631,0.758674,,,3.20352,0.769054,0.826718,46.70000076293945,2.48969,1.16928,1.94786,"16122"
"Alex Vesia","LAD",4,2,0,3.39123,61,0,5,15,59,242,44,24,22,6,25,1,2,78,12.0162,3.83139,3.13625,0.924355,0.323564,0.103169,0.2203947976231575,0.207613,1.18554,0.295736,0.744871,,,3.17685,0.766025,0.628746,528.6799926757812,1.26646,0.19862,0.711959,"25007"
