Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jean Segura","MIA",127,533,486,132,97,22,2,11,61,56,33,1,80,7,3,1,14,10,4,0.271496,0.0624733,0.150005,0.416475,0.3251,0.390946,0.314571,0.716046,0.119451,4.5248,0.304432,,0.00906791,62.9509,2.04187,104.726,0.00906791,2.79,2.933689725585282,4.7056190967559814,2.68382,222.60000610351562,,,,"5933"
"Miguel Vargas","LAD",124,473,430,117,76,26,2,13,60,58,35,2,83,4,3,1,8,6,2,0.273121,0.0735444,0.17482,0.420688,0.331165,0.436059,0.332787,0.767224,0.162938,4.31233,0.308292,,0.0374102,62.7255,8.65555,116.54,0.0374102,-0.94,9.124310940504074,0.42318326234817505,2.67289,219.94000244140625,,,,"20178"
"Teoscar Hernández","SEA",138,589,536,135,78,28,2,27,76,78,45,2,165,4,4,1,9,10,3,0.252225,0.0756443,0.280199,0.269966,0.31289,0.464296,0.334803,0.777187,0.212071,4.8205,0.311326,,0.319812,79.055,11.7218,124.109,0.319812,-2.04,16.29509061574936,-9.792020320892334,2.65201,77.86000061035156,,,,"13066"
"Jake Cronenworth","SDP",146,618,545,137,88,27,4,18,76,72,58,2,108,9,5,1,12,5,1,0.251188,0.0939826,0.174106,0.539802,0.331409,0.41576,0.326901,0.74717,0.164572,4.3494,0.279833,,-0.214054,79.1389,8.4279,114.594,-0.214054,2.58,10.27159358561039,-5.875324249267578,2.64614,193.6699981689453,,,,"18036"
"Vaughn Grissom","ATL",121,473,432,118,83,23,2,11,59,51,29,1,82,8,3,1,10,9,3,0.273465,0.0617907,0.173237,0.356683,0.328727,0.408954,0.322666,0.737681,0.135488,4.75701,0.313739,,0.193171,58.9933,4.85944,105.501,0.193171,0.36,3.2187138348817825,5.839391589164734,2.62348,170.80999755859375,,,,"26031"
"Jonathan India","CIN",131,560,490,123,79,26,2,16,69,62,52,1,127,15,3,1,10,8,3,0.252078,0.0922395,0.226361,0.407488,0.339596,0.412934,0.331858,0.75253,0.160856,4.3417,0.30636,,-0.106185,73.8809,9.83846,107.195,-0.106185,-0.54,4.575701609253883,1.476543128490448,2.61399,179.89999389648438,,,,"21523"
"Nico Hoerner","CHC",137,563,516,144,107,26,4,7,67,53,34,3,69,7,4,3,11,18,5,0.279635,0.0596988,0.122256,0.48831,0.329496,0.38886,0.314048,0.718356,0.109225,5.74302,0.308612,,0.973107,66.3345,1.92525,102.399,0.973107,0.81,2.5432558059692383,3.080287754535675,2.58031,138.47999572753906,,,,"21479"
"Ke'Bryan Hayes","PIT",137,584,525,136,96,27,3,9,69,55,50,0,114,5,4,1,12,15,4,0.258948,0.0851773,0.194749,0.43737,0.326139,0.37675,0.310956,0.70289,0.117803,5.43355,0.311696,,0.602561,67.3435,0.561301,99.4245,0.602561,3.1,0.21203041076660156,4.6118162870407104,2.56966,173.58999633789062,,,,"18577"
"Jeremy Peña","HOU",142,589,544,137,91,25,4,18,74,66,32,0,147,8,3,1,11,12,3,0.251884,0.0548065,0.249698,0.219491,0.301341,0.408766,0.309709,0.710107,0.156882,5.58301,0.311471,,0.63696,67.3469,-0.0171371,102.175,0.63696,-3.01,2.0788792967796326,3.5640275478363037,2.5626,113.16999816894531,,,,"21636"
"Steven Kwan","CLE",142,614,547,152,113,28,4,6,73,58,55,2,62,6,4,2,13,13,3,0.276881,0.0894965,0.101101,0.885218,0.346442,0.377162,0.320348,0.723604,0.100281,5.2538,0.300849,,0.547716,75.3477,5.16944,108.946,0.547716,3.48,6.726093530654907,-1.9834527969360352,2.55038,124.70999908447266,,,,"24610"
"Thairo Estrada","SFG",136,542,496,131,92,24,4,12,67,53,32,0,94,9,4,1,11,16,5,0.26392,0.0594,0.172969,0.343413,0.318406,0.396772,0.313971,0.715179,0.132852,5.79975,0.302431,,0.74664,63.8201,1.82001,103.689,0.74664,-0.29,3.070611596107483,2.9386315047740936,2.54638,167.3300018310547,,,,"16426"
"Brendan Rodgers","COL",135,563,512,144,96,31,2,16,71,68,39,1,99,7,4,0,14,1,0,0.281562,0.0698169,0.176497,0.395569,0.338989,0.441603,0.339642,0.780592,0.160041,2.8567,0.320454,,-0.547512,77.7799,13.377,104.635,-0.547512,0.71,2.4854929447174072,2.8002623915672302,2.54465,274.70001220703125,,,,"17907"
"Yoán Moncada","CHW",132,555,491,119,74,25,2,18,66,63,55,2,142,5,3,1,9,3,1,0.241713,0.0991324,0.256358,0.386695,0.322598,0.4106,0.320831,0.733199,0.168887,3.44157,0.30113,,-0.32964,68.3038,4.88433,108.878,-0.32964,-0.11,5.211579144001007,0.9652367979288101,2.5033,285.29998779296875,,,,"17232"
"Andrew Benintendi","CHW",126,528,466,122,84,22,2,14,65,56,53,1,89,4,5,1,10,9,3,0.262218,0.0995663,0.168075,0.592394,0.339419,0.410339,0.329054,0.749758,0.148121,4.71078,0.29409,,0.201069,68.4818,8.09993,114.684,0.201069,3.43,8.926430240273476,-2.385462999343872,2.45269,211.02999877929688,,,,"17901"
"Danny Jansen","TOR",110,415,366,86,47,18,1,20,53,56,37,2,91,7,2,2,6,2,1,0.235112,0.0900714,0.219928,0.40955,0.315768,0.452059,0.332574,0.767828,0.216947,3.35427,0.257806,,-0.265713,54.9608,7.52357,118.383,-0.265713,-0.68,8.316083997488022,1.6967375874519348,2.43865,181.72999572753906,,,,"16535"
"Bryce Harper","PHI",75,330,279,78,45,16,1,16,50,48,45,5,70,3,3,1,6,7,2,0.280527,0.135617,0.212414,0.638457,0.383005,0.519803,0.384656,0.902808,0.239276,4.74794,0.318418,,0.138946,57.3735,19.639,148.884,0.138946,-0.19,18.88155284523964,-6.950275361537933,2.41851,192.94000244140625,,,,"11579"
"Chris Taylor","LAD",124,503,445,105,63,23,2,17,66,58,49,1,155,6,3,1,7,8,2,0.235842,0.0965249,0.307889,0.313505,0.317959,0.412828,0.320179,0.730788,0.176986,5.14838,0.319114,,0.125667,61.7205,4.17153,107.919,0.125667,-1.62,4.756299540400505,1.008635401725769,2.38322,294.04998779296875,,,,"13757"
"Javier Báez","DET",142,596,553,139,90,26,3,20,71,68,30,1,153,7,4,1,11,13,4,0.250767,0.0507208,0.257508,0.196968,0.295719,0.416372,0.308596,0.712091,0.165605,5.4083,0.310171,,0.410259,67.5495,-0.544124,102.053,0.410259,-4.88,1.7859351933002472,1.6863422393798828,2.35603,164.50999450683594,,,,"12979"
"Brendan Donovan","STL",127,510,443,115,85,22,2,6,59,46,53,2,86,10,3,1,12,5,2,0.260778,0.104687,0.168155,0.622558,0.350409,0.362574,0.318971,0.712983,0.101796,4.24051,0.30881,,-0.253624,62.0459,3.73724,108.87,-0.253624,1.26,5.0016811192035675,0.2540839910507202,2.35323,309.1300048828125,,,,"24679"
"Enrique Hernández","BOS",128,537,480,114,68,26,1,18,62,62,47,0,110,6,4,1,8,2,1,0.236305,0.0869418,0.203958,0.426272,0.308917,0.40658,0.313551,0.715497,0.170275,2.96295,0.268365,,-0.393703,63.0769,1.62458,98.663,-0.393703,1.73,-1.202250748872757,6.476222038269043,2.35097,359.3699951171875,,,,"10472"
"Lars Nootbaar","STL",129,509,443,107,68,19,3,17,64,59,59,4,108,3,3,1,10,6,2,0.242163,0.116679,0.212579,0.548873,0.333716,0.413963,0.326741,0.747678,0.1718,4.65316,0.28101,,0.0295868,65.109,6.87605,114.183,0.0295868,1.93,8.42173288948834,-3.230759024620056,2.34408,183.6999969482422,,,,"21454"
"Starling Marte","NYM",125,540,491,132,95,24,3,11,71,54,34,1,100,12,3,1,11,24,7,0.268745,0.0628143,0.185989,0.337731,0.329407,0.394334,0.318838,0.723741,0.125589,6.09523,0.316503,,1.30482,65.6721,3.90203,111.24,1.30482,0.95,8.359089612960815,-4.2872379422187805,2.33586,89.43000030517578,,,,"9241"
"Anthony Rizzo","NYY",135,568,488,116,68,22,1,25,72,72,56,4,101,20,4,0,11,7,3,0.236853,0.0991663,0.177584,0.55842,0.337634,0.439561,0.339037,0.777195,0.202708,3.59318,0.246921,,-0.308634,78.2242,13.2273,123.083,-0.308634,0.12,14.456356644630432,-10.381235010921955,2.32876,152.97999572753906,,,,"3473"
"Alec Bohm","PHI",148,609,561,153,108,28,2,15,71,69,38,0,112,4,5,1,14,4,1,0.272477,0.0627632,0.183224,0.342549,0.321266,0.409894,0.319401,0.73116,0.137417,3.61551,0.313899,,-0.405171,74.2926,4.67046,104.264,-0.405171,-2.03,2.611486166715622,-1.2178518772125244,2.29723,183.9499969482422,,,,"21618"
"José Abreu","HOU",147,627,559,149,97,30,1,21,79,78,51,2,121,11,5,1,15,1,0,0.267114,0.0806333,0.193249,0.417251,0.33759,0.437142,0.337694,0.774732,0.170027,2.60989,0.304497,,-0.616966,85.5997,13.9185,121.932,-0.616966,-1.4,14.854107141494751,-13.179151892662048,2.27224,94.83000183105469,,,,"15676"
"Nathaniel Lowe","TEX",146,615,547,145,97,25,3,20,75,71,60,3,137,4,4,0,14,4,1,0.265552,0.0974816,0.223311,0.436528,0.341,0.429852,0.336541,0.770853,0.1643,3.75937,0.319005,,-0.34119,83.4646,13.0995,120.487,-0.34119,-0.67,13.845594763755798,-11.938750207424164,2.25809,107.88999938964844,,,,"19566"
"William Contreras","MIL",120,473,424,103,65,20,1,17,55,58,42,1,122,4,3,1,10,1,1,0.243434,0.0886077,0.259058,0.342038,0.315268,0.418452,0.320258,0.73372,0.175017,2.94087,0.299339,,-0.402903,58.0158,3.94887,105.821,-0.402903,-2.3,2.794949471950531,2.7913906574249268,2.25689,119.87000274658203,,,,"20503"
"Ha-Seong Kim","SDP",128,517,464,110,72,23,2,13,61,53,42,1,97,5,3,2,9,9,3,0.236721,0.0812631,0.187656,0.433043,0.305191,0.37914,0.301523,0.68433,0.142419,4.97624,0.271225,,0.278373,55.7064,-3.37536,97.2414,0.278373,2.99,-1.3776584565639496,5.281823396682739,2.2352,243.02000427246094,,,,"27506"
"Keibert Ruiz","WSN",112,443,403,103,68,22,0,12,46,50,30,1,56,6,4,1,9,2,1,0.255297,0.0677292,0.125815,0.538322,0.313121,0.3993,0.311464,0.712421,0.144003,2.54783,0.269082,,-0.392429,51.2704,0.604846,98.7905,-0.392429,1.24,-1.0150684118270874,7.271228075027466,2.22214,186.97999572753906,,,,"19610"
"J.D. Martinez","LAD",132,564,506,135,82,29,1,23,73,78,49,3,132,4,4,1,10,0,0,0.267456,0.0877116,0.234756,0.373629,0.334957,0.464544,0.344846,0.799501,0.197088,2.30748,0.316695,,-0.541648,80.2398,15.7314,124.786,-0.541648,-0.03,15.704358339309692,-13.69831302575767,2.20355,207.1699981689453,,,,"6184"
"Isaac Paredes","TBR",115,453,398,94,59,19,1,15,50,54,46,0,79,5,4,0,9,1,0,0.235518,0.100641,0.174423,0.576992,0.319848,0.40214,0.31785,0.721988,0.166622,2.43424,0.255422,,-0.426402,54.6955,2.91542,112.399,-0.426402,1.39,5.891656875610352,0.6537152528762817,2.20159,307.57000732421875,,,,"20036"
"Ezequiel Tovar","COL",122,493,456,122,82,26,3,12,60,53,25,1,89,4,3,4,8,12,1,0.267562,0.0507288,0.181542,0.279432,0.309154,0.415377,0.314179,0.724532,0.147815,5.84749,0.307297,,1.3047,58.0748,1.73525,87.2238,1.3047,4.67,-6.008997559547424,10.326064586639404,2.19383,226.0500030517578,,,,"24064"
"Brandon Crawford","SFG",120,478,418,102,66,21,1,14,54,55,42,3,102,6,4,0,10,4,2,0.244396,0.0878489,0.212816,0.412793,0.319334,0.399178,0.313997,0.718512,0.154782,3.66617,0.288561,,-0.354313,56.2781,1.61436,103.707,-0.354313,-2.45,1.7043743431568146,3.095092535018921,2.19271,403.5400085449219,,,,"5343"
"Riley Greene","DET",135,589,525,129,87,25,4,13,67,56,54,1,155,6,3,0,12,7,2,0.245653,0.0923643,0.262956,0.351253,0.321445,0.382393,0.310594,0.703839,0.13674,4.95438,0.32238,,0.0392703,67.7399,0.397002,103.464,0.0392703,-2.05,2.334905058145523,-0.35877346992492676,2.17698,199.80999755859375,,,,"25976"
"Michael Conforto","SFG",120,502,431,108,68,23,2,15,62,56,59,3,107,9,4,0,9,3,1,0.25118,0.116749,0.213306,0.54733,0.350213,0.417425,0.337342,0.767637,0.166245,3.6728,0.2986,,-0.350109,68.4633,11.0145,119.67,-0.350109,0.3,11.131387650966644,-7.390548408031464,2.1676,247.6300048828125,,,,"16376"
"Harrison Bader","NYY",129,510,464,110,71,21,3,15,62,51,33,1,116,9,3,1,7,17,4,0.237083,0.0640333,0.226871,0.282245,0.298016,0.3907,0.301237,0.688716,0.153617,6.13149,0.28226,,1.1806,54.8496,-3.44602,96.3973,1.1806,3.27,-0.8862314224243164,5.2633795738220215,2.16449,171.42999267578125,,,,"18030"
"J.P. Crawford","SEA",145,594,525,126,96,23,2,5,59,44,57,1,87,7,4,1,13,5,2,0.239752,0.0957607,0.146319,0.654467,0.320011,0.320753,0.289044,0.640764,0.0810009,3.77826,0.276358,,-0.2488,58.1999,-9.77712,91.8038,-0.2488,0.44,-5.731808751821518,7.137082993984222,2.13559,408.32000732421875,,,,"15491"
"Rhys Hoskins","PHI",144,618,532,122,67,26,1,28,80,83,73,1,164,8,4,1,8,3,1,0.230068,0.118363,0.264709,0.447143,0.329911,0.442759,0.337507,0.77267,0.212691,3.09741,0.273233,,-0.50778,84.2822,13.6273,116.644,-0.50778,-0.6,11.441216051578522,-11.94076120853424,2.13036,124.6500015258789,,,,"16472"
"Mike Zunino","CLE",90,330,298,58,30,12,0,16,37,49,25,0,121,5,2,0,4,0,0,0.195731,0.0763415,0.364823,0.209256,0.26801,0.400847,0.292237,0.668857,0.205117,2.18104,0.258947,,-0.236044,33.1858,-4.59598,89.1,-0.236044,6.85,-4.288847476243973,13.783178329467773,2.10183,419.6000061035156,,,,"13265"
"Ty France","SEA",140,604,539,141,98,26,1,16,66,66,40,1,96,19,4,1,15,0,0,0.26049,0.0664791,0.159451,0.416924,0.331836,0.400942,0.323083,0.732777,0.140452,1.90568,0.2885,,-0.644647,75.4104,6.39518,115.835,-0.644647,1.5,10.110234260559082,-9.384692192077637,2.09458,179.22000122070312,,,,"17982"
"Ian Happ","CHC",145,606,532,131,82,27,3,19,73,68,62,3,149,6,4,2,11,8,3,0.246161,0.10247,0.245266,0.417791,0.329013,0.412606,0.324565,0.741619,0.166445,4.46492,0.304514,,0.0381791,76.3758,7.12929,109.59,0.0381791,-0.74,6.785700011998415,-7.357478380203247,2.07927,152.10000610351562,,,,"17919"
"Rowdy Tellez","MIL",137,558,494,121,66,25,0,30,69,83,52,5,114,7,4,0,10,1,1,0.245041,0.0926478,0.203837,0.454519,0.323168,0.477814,0.342886,0.800982,0.232772,1.9523,0.257025,,-0.472043,78.4697,14.6858,121.293,-0.472043,-1.49,13.327805638313293,-12.325838327407837,2.07574,155.60000610351562,,,,"15679"
"Josh Bell","CLE",142,595,516,136,90,26,1,18,73,74,68,3,101,5,5,0,15,1,0,0.26259,0.115061,0.16917,0.680149,0.351048,0.425919,0.339862,0.776966,0.163328,2.31813,0.291393,,-0.62839,82.2122,14.2253,122.722,-0.62839,-0.6,14.57430386543274,-13.803943276405334,2.06922,177.86000061035156,,,,"13145"
"Ramón Laureano","OAK",127,535,475,111,67,23,2,18,64,62,41,0,139,13,4,2,8,13,4,0.232681,0.0771335,0.259384,0.297372,0.308631,0.406416,0.314019,0.715046,0.173734,5.24287,0.286321,,0.432022,63.0197,1.81687,109.852,0.432022,1.21,6.365736335515976,-3.7576680183410645,2.06376,214.52000427246094,,,,"17128"
"Trent Grisham","SDP",137,540,469,102,64,19,3,17,68,56,59,2,144,6,3,3,8,13,3,0.218228,0.109002,0.265772,0.410134,0.311846,0.378489,0.305481,0.690334,0.160261,5.63439,0.274654,,0.921962,59.9309,-1.83003,99.9478,0.921962,-1.87,0.8892313316464424,0.2451232671737671,2.02715,317.3500061035156,,,,"18564"
"Christian Walker","ARI",147,617,546,135,81,28,2,24,74,84,59,2,131,7,5,1,11,2,1,0.247821,0.0962014,0.212993,0.451666,0.326257,0.439139,0.332648,0.765396,0.191319,3.01513,0.281087,,-0.497145,81.7727,11.2251,112.98,-0.497145,1.17,8.806855648756027,-10.260640263557434,2.02686,135.5399932861328,,,,"13419"
"Jake McCarthy","ARI",137,556,503,130,89,25,6,10,72,52,40,1,124,8,3,2,10,26,4,0.25932,0.0711428,0.222508,0.319731,0.320745,0.391733,0.31278,0.712478,0.132413,7.46943,0.323678,,2.95991,64.8919,1.33953,99.3944,2.95991,3.51,2.568854868412018,-2.114274263381958,2.01112,108.68000030517578,,,,"21622"
"Dylan Carlson","STL",126,519,460,114,74,26,3,11,61,55,47,2,108,7,4,0,9,5,1,0.248344,0.0900789,0.208275,0.4325,0.324241,0.391987,0.314851,0.716228,0.143643,4.48503,0.298418,,-0.1485,61.3985,2.10303,106.053,-0.1485,-0.63,3.4982883036136627,-1.9303704500198364,1.9965,327.2099914550781,,,,"20126"
"Ryan Mountcastle","BAL",140,592,538,140,87,26,2,24,72,79,44,3,145,5,5,0,9,4,1,0.259317,0.0735903,0.245711,0.299499,0.317636,0.449296,0.330923,0.766932,0.189979,3.8627,0.309637,,-0.255149,77.6638,9.96114,116.815,-0.255149,0.31,10.948015600442886,-10.905561864376068,1.98448,152.7100067138672,,,,"18373"
"Jesse Winker","MIL",119,503,428,107,68,21,1,17,62,58,65,2,89,7,3,0,10,0,0,0.250604,0.128859,0.177751,0.724943,0.356606,0.423921,0.343969,0.780528,0.173317,2.21711,0.277726,,-0.561055,71.1954,13.6762,122.034,-0.561055,-1.21,12.316140174865723,-10.557518005371094,1.96165,257.3299865722656,,,,"13590"
"Mike Yastrzemski","SFG",131,536,469,105,60,25,3,18,63,62,56,2,135,6,4,1,7,4,1,0.224393,0.104491,0.252185,0.414343,0.313307,0.405377,0.315085,0.718684,0.180984,4.27444,0.272098,,-0.175828,63.5459,2.27296,104.451,-0.175828,-3.51,2.5951847285032272,-1.9983218908309937,1.95563,348.5899963378906,,,,"14854"
"Ryan Jeffers","MIN",68,247,222,50,30,10,0,9,28,29,21,0,69,3,1,1,4,0,0,0.223103,0.0835829,0.279696,0.298835,0.296108,0.398031,0.304555,0.694139,0.174929,2.58277,0.277591,,-0.204534,27.2692,-1.02032,99.3575,-0.204534,5.89,-0.38341735303401947,11.11353349685669,1.95397,538.8900146484375,,,,"24618"
"Ryan McMahon","COL",142,588,521,129,81,27,2,20,74,69,58,1,147,5,4,0,10,6,2,0.248331,0.0983672,0.250593,0.392537,0.326843,0.42045,0.326791,0.747293,0.172119,4.00592,0.306726,,-0.22472,75.1709,7.95955,95.8478,-0.22472,-0.31,-3.0602898746728897,1.8801233172416687,1.95252,200.80999755859375,,,,"15112"
"Josh Donaldson","NYY",106,442,386,88,53,17,0,17,52,52,48,1,117,5,3,0,8,1,1,0.227584,0.108854,0.265475,0.410036,0.318161,0.408284,0.319303,0.726445,0.180699,2.40942,0.277311,,-0.407653,53.8623,3.35373,109.151,-0.407653,-0.02,4.141035258769989,0.33003757521510124,1.94661,411.6700134277344,,,,"5038"
"Eloy Jiménez","CHW",136,565,511,135,86,25,1,24,70,75,45,1,127,5,4,1,13,0,0,0.265191,0.0793926,0.224359,0.353864,0.327761,0.45727,0.339896,0.785031,0.19208,2.05736,0.306748,,-0.547998,78.1165,13.5293,122.338,-0.547998,-0.29,13.650258183479309,-13.100871115922928,1.94659,79.37000274658203,,,,"17484"
"Josh Rojas","ARI",115,478,419,107,73,22,3,8,58,45,50,2,96,3,4,2,8,14,4,0.254332,0.104578,0.199932,0.52307,0.334745,0.381407,0.316287,0.716153,0.127076,5.51657,0.307913,,0.617657,57.1548,2.48445,101.793,0.617657,-1.8,1.6133867502212524,0.6019387245178223,1.92159,223.10000610351562,,,,"19734"
"Giancarlo Stanton","NYY",122,517,454,108,62,17,0,29,67,76,55,3,150,4,3,0,10,0,0,0.237769,0.106722,0.290604,0.367244,0.323274,0.469139,0.341699,0.792413,0.231369,1.48214,0.282569,,-0.485616,72.2842,13.1319,124.963,-0.485616,-0.17,14.045722275972366,-12.230124399065971,1.92059,146,,,,"4949"
"Kolten Wong","SEA",126,512,452,106,74,20,2,11,58,44,43,2,98,11,4,2,10,15,5,0.234973,0.0833688,0.190853,0.436823,0.314445,0.357822,0.298664,0.672267,0.122849,5.09668,0.274798,,0.512866,54.0344,-4.50722,98.5955,0.512866,0.18,-0.2962723970413208,2.1300461888313293,1.90463,249.80999755859375,,,,"12532"
"Omar Narváez","NYM",89,330,292,64,48,11,0,6,30,32,31,1,70,4,2,1,6,0,0,0.22023,0.0924847,0.212437,0.435351,0.300604,0.317864,0.277855,0.618468,0.0976341,1.67327,0.268627,,-0.338584,29.3624,-8.35734,83.2165,-0.338584,7.41,-6.771019279956818,13.63455581665039,1.88596,428,,,,"13338"
"Andrew Vaughn","CHW",143,593,534,142,93,28,1,19,70,71,45,1,106,9,4,1,13,1,0,0.265495,0.0767424,0.177972,0.431204,0.330659,0.430295,0.33201,0.760953,0.1648,2.49738,0.296279,,-0.573119,78.2714,10.4854,116.771,-0.573119,-0.2,10.614381849765778,-11.560474589467049,1.88312,148.6199951171875,,,,"26197"
"Austin Barnes","LAD",57,205,179,41,28,7,1,6,25,21,20,1,44,3,1,1,4,2,1,0.229479,0.0999283,0.21346,0.468137,0.317706,0.369064,0.30516,0.686771,0.139585,4.13597,0.271467,,-0.114196,22.6784,-0.746253,97.6498,-0.114196,7.31,-0.6735763549804688,11.705370426177979,1.88198,690.1300048828125,,,,"12158"
"Kyle Higashioka","NYY",64,224,207,46,26,9,0,10,24,29,13,0,58,2,2,1,3,0,0,0.220894,0.0599149,0.258927,0.231397,0.271454,0.41294,0.296092,0.684393,0.192045,2.28469,0.253737,,-0.154426,23.2236,-2.43394,92.7647,-0.154426,7.83,-1.981340542435646,12.752839088439941,1.88134,568.4000244140625,,,,"5517"
"Myles Straw","CLE",120,474,423,110,85,21,3,2,55,37,44,0,75,2,3,1,9,17,4,0.261027,0.0926772,0.159335,0.58165,0.330929,0.334497,0.298465,0.665426,0.0734697,5.89025,0.311587,,1.2233,49.9062,-4.244,93.4969,1.2233,3.22,-2.2421919107437134,5.07018506526947,1.88059,404,,,,"17620"
"Cody Bellinger","CHC",125,508,454,103,60,22,3,18,60,60,46,2,132,3,3,1,6,10,3,0.227066,0.0906596,0.259014,0.350019,0.300927,0.409258,0.308989,0.710185,0.182192,5.24073,0.275471,,0.488091,57.7636,-0.305512,98.9396,0.488091,-0.99,-0.1375679075717926,0.9425461292266846,1.87851,185.11000061035156,,,,"15998"
"CJ Abrams","WSN",136,532,499,123,86,25,4,9,58,47,20,1,99,8,3,2,10,16,4,0.246951,0.0381667,0.185752,0.205471,0.285482,0.362493,0.283447,0.647975,0.115542,5.99742,0.290413,,1.18706,49.7632,-11.125,79.6334,1.18706,4.9,-11.413092613220215,11.215925693511963,1.86038,222.2100067138672,,,,"25768"
"Jose Miranda","MIN",138,571,524,133,88,29,1,15,62,64,34,1,95,8,4,1,12,1,0,0.254281,0.0589434,0.166048,0.354979,0.30728,0.40237,0.309651,0.70965,0.148089,2.63012,0.281855,,-0.494028,65.2224,-0.0430832,102.955,-0.494028,-0.82,1.4041308760643005,-1.9534688591957092,1.85106,161.94000244140625,,,,"20538"
"Mitch Haniger","SFG",126,546,485,121,72,25,2,22,67,70,49,2,136,8,4,0,10,1,1,0.248686,0.0895404,0.248623,0.360146,0.32496,0.442534,0.333389,0.767494,0.193848,3.25938,0.298367,,-0.442745,72.7112,10.2586,116.966,-0.442745,-3.66,10.323481798171997,-11.187364339828491,1.83871,180.41000366210938,,,,"14274"
"Wilmer Flores","SFG",116,469,417,102,67,21,1,14,51,54,42,0,77,5,4,0,8,0,0,0.244638,0.089884,0.164957,0.544892,0.319096,0.397557,0.315259,0.716654,0.152919,2.00157,0.26692,,-0.464267,55.7338,2.05595,104.57,-0.464267,-0.41,2.027998685836792,-0.3250133544206619,1.83713,338.2099914550781,,,,"5827"
"Vinnie Pasquantino","KCR",139,582,514,139,90,32,2,16,68,69,57,4,78,6,5,0,11,2,1,0.270383,0.097073,0.133221,0.72866,0.346392,0.431902,0.338251,0.778294,0.161519,3.05092,0.289456,,-0.476496,79.7801,13.1882,118.456,-0.476496,-0.31,11.618290364742279,-12.673821985721588,1.83671,96.33000183105469,,,,"27676"
"Anthony Santander","BAL",141,605,547,133,75,27,1,29,72,85,45,2,119,8,5,1,9,1,0,0.242746,0.0745322,0.196403,0.379486,0.30717,0.454847,0.328618,0.762016,0.212101,2.63331,0.257617,,-0.42841,78.2263,9.06793,115.188,-0.42841,-3.19,9.908244848251343,-11.775013446807861,1.82659,135.72999572753906,,,,"14551"
"Kris Bryant","COL",129,553,483,130,79,29,3,19,75,68,54,1,118,10,4,0,9,5,2,0.268258,0.0984822,0.213394,0.461504,0.352284,0.457116,0.352374,0.8094,0.188858,4.53242,0.316217,,-0.257165,81.8924,18.712,113.341,-0.257165,-1.97,8.307148486375809,-9.559849500656128,1.82037,133.35000610351562,,,,"15429"
"DJ LeMahieu","NYY",113,487,432,117,90,18,2,7,56,45,48,0,68,2,3,1,14,3,1,0.269923,0.0988604,0.140484,0.703713,0.343924,0.369349,0.317886,0.713273,0.0994263,3.30535,0.303697,,-0.487715,58.847,3.1499,108.151,-0.487715,1.06,3.9799039363861084,-2.4204320907592773,1.79264,257.9700012207031,,,,"9874"
"Christian Vázquez","MIN",102,387,358,89,65,16,1,7,40,37,23,0,64,2,3,1,8,5,2,0.247983,0.0592574,0.165837,0.357322,0.295868,0.354683,0.286708,0.650551,0.1067,3.74252,0.282737,,-0.306217,37.2093,-7.09046,86.7583,-0.306217,3.16,-6.07903927564621,10.411688089370728,1.75049,250.44000244140625,,,,"9774"
